رقم الطالب,اسم الطالب,الجنسية,الرقم الوطني/الجواز,الجنس,آخر معدل تراكمي,التخصص,الدرجة,سنة التخرج,فصل التخرج,رقم الهاتف,مكان العمل الحالي,تاريخ بدء العمل,عنوان المنشأة,قطاع المنشأة,رقم هاتف المنشأة
524039660,مرام يزن كريم فقوسة,الاردنية,scrypt:32768:8:1$DRtSQSSnO2XKIcqx$b4d3c32666ac9d30d7f37278bc00170b33cf1fb0ea5b2290ce2a1bda397e135288e54fe8b08c33710e8551391e728f5e1ea76c16da74f71a5b0571514c572c5a,انثى,3.94,علم الحاسوب,ماجستير (مسار الشامل),2024/2023,2,6256029105,,2024-01-23,83 Dunning Center,الخاص,9527491696
28914913,وافي مصطفى يزيد غويلة,الاردنية,scrypt:32768:8:1$Bv9AEIIT7ZJBYs7D$f171bfe0f042abd3518276d4e3521f4baf50d94984763341439e754d2a3fd004c4ff1d1f1cf15848f99e06f99340d8ef3d47089e38230e211f487d8348c418aa,انثى,3.56,هندسة البرمجيات,بكالوريوس,2021/2020,2,5766212801,Thoughtstorm,2021-01-31,503 Ridge Oak Plaza,,4901283233
615811554,دريد مروان حاتم بن عثمان,الاردنية,scrypt:32768:8:1$i2OJOdM9ZrdI9uqg$be2047dac6bcdbd2bb67ae0e5d76c0d4d3161b5a179f2a633a64990024494e307c272e9a1aa689e260ff24f9bf4704a382eeb05f9bee4a3d88c3af7586cd3586,ذكر,3.35,الأمن السيبراني,بكالوريوس,2023/2022,1,5458395887,Rhyloo,2022-04-18,46 Mccormick Crossing,الخاص,1653892675
490703558,هاشم أكرم سفيان تومي,الاردنية,scrypt:32768:8:1$x0cX6CxX8xKr4tfs$df89c72ea0ec0be72faa509e3a2cfd73d727695c6c951fda4aadaa9eebd43f8d8d504c54f67b64c4e2b98f11900c0bbebe2602979b6283f3f0acf87791617199,انثى,2.69,الأمن السيبراني,ماجستير (مسار الشامل),2021/2020,2,,Photolist,2022-12-28,77776 Donald Avenue,العام,3169516908
377767518,مصطفي أوس جبر الحمامي,الاردنية,scrypt:32768:8:1$DN43DdS9DusAHrY1$579eeb24756e4b2bc72b598a273c16b4d76f14e06082987886d0ac154a49b3698dc1b743fbf6ce3bee2e89c99457b9a1c356826102e1529ca5e2167747cc74e1,ذكر,3.71,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2020/2019,1,4322172443,Aibox,2022-04-17,,العام,9704136241
905908762,جاد عادل جاسر النجار,الاردنية,scrypt:32768:8:1$EbHCgwjUs4nmKMXh$16f15c3454593f4470e5addb7618a08dee29e57333027fac6aceed822682b5d2d6b289f6c6e0e568da618d2403258eb6e07ec85335b7366a797bb8946b5c62c8,انثى,3.79,هندسة البرمجيات,بكالوريوس,2024/2023,3,9309938397,Mydo,2022-04-20,593 Randy Drive,الخاص,9256339237
377768030,سجى مصطفي حسان بوهاها,الاردنية,scrypt:32768:8:1$IItaG3JthZLI0AzJ$58b887ec3e6ad1ee14aeade88e848b138e29d57b2f7b018617b0299a1092136b74d1e26c59f7ac6bc018655ee3e5c01a0a1d76ff3f571b92a7e2a49e88b44d10,ذكر,2.32,الأمن السيبراني,بكالوريوس,2024/2023,1,,,2023-05-01,1579 Truax Way,,9304892242
231791653,باهي إحسان عامر بوهاها,الاردنية,scrypt:32768:8:1$9JgliMS1Qxdf600p$f0af2a957f9c2372e02ca22e09e888103bc07df06d74e1dde448620ef1e51d818b27e265b2711dc5e46ce4835077d3266e816c5ccff6d10e94e5ca72a206ba37,انثى,3.75,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2023/2022,3,4771230514,Voomm,,7 Springs Crossing,الخاص,1887259612
26439126,يزيد هاشم زبير النجار,الاردنية,scrypt:32768:8:1$zeQSkIoxNwd4GHBw$cf5d1a8291baa666557c0ef4ce29bbdfcd73987ffe4d369570a7e00a1d4eeb48232759c8bdb5881959c8ff1806ca64bed990863080341ccc478be6d7e6ef7d40,ذكر,3.44,الأمن السيبراني,بكالوريوس,2023/2022,3,3438663631,Gigazoom,2024-11-01,32979 Pankratz Parkway,الخاص,
46605537,سجى رامي نادر الأشراف,الاردنية,scrypt:32768:8:1$TZPUFr1MOJV5jP6K$6d772ed90b034d07c7cb93ae06d0acdebf6fb915ef085afdda9a3a2adcdb17577532cd0bca354adbad617f4ce4e75b9aecf5f94d652a8baa8ba342d1ec5d1af8,انثى,2.38,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2023/2022,2,6676172554,,2023-07-05,6 Nelson Pass,الخاص,
295139218,اياس مؤيد كريم بن عمر,الاردنية,scrypt:32768:8:1$uD4TzDOAqmYkU2x9$378f03041e9edc848c4eee01c6706c04b2f99c9a46ba657904ff5ad4bc37d5a52c509d41df539bcd2f9f9ddcc190a23561a35f503ef3c64efd3a130b848d8761,ذكر,3.98,علم الحاسوب,ماجستير (مسار الشامل),2022/2021,2,8364486688,,2024-04-15,,العام,7862262854
871692129,روفان فراس عبد الرؤوف يافع,الاردنية,scrypt:32768:8:1$H3dnNFjObAJ1oExe$97d5ff3bcec99e58b7b954ee48b024d56a045b9ded82fcf4b98f2e2f698de6076b86bbe521d6851953a4bd19c31b9c2b325f10088742da56a5eda3eb051bd441,انثى,3.89,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2020/2019,3,2377067591,Oyoba,2023-08-22,,الخاص,3664837689
892287470,دانية سعود إلياس المحجوب,الاردنية,scrypt:32768:8:1$PHaZbHbuQt169jtn$7f27b66acb8224750ebeabe472012a498f86c2f6ca3e03cf68f99951cb515df007ef2be9d41aaeb7cc01cf02d9bff2157a9ad7cccb08524ec5a34cf8bb1683c8,انثى,2.4,هندسة البرمجيات,ماجستير (مسار الرسالة),2020/2019,2,,Quatz,2023-05-12,12336 Hudson Center,الخاص,3436880422
941273367,هيا سراج الدين نيار همدان,الاردنية,scrypt:32768:8:1$wyvYDWLmIx3MgSlw$a1c475530d4d622d6d998faa957bff375c357dbe37d2ef906da3cac7196dbc0a7563b0486cb61b1c52b88919bbd644bdc88e06c0ff44edb695db251689d7c220,انثى,3.24,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,3,1706302393,,2024-04-29,641 Gale Crossing,الخاص,1198773618
779645878,تميم أيمن سعود هذيل,الاردنية,scrypt:32768:8:1$Aa5ulH13goBp1l27$250b17aa94096a2b84d588c490c729d6b6f897867471e90db8b5a46aa7da191b522993c1a9afb6da1350732cc7408bc7147e5bfd19378a76ea52166ed83529e7,ذكر,1.86,الأمن السيبراني,بكالوريوس,2024/2023,3,6712862827,Meejo,2021-09-29,,الخاص,7781576814
70424782,آمال طاهر خليل الرقيق,الاردنية,scrypt:32768:8:1$NTUhmGRHgPlPzg3p$152791a03d5756519b9b0500701ec14303d445651b8531c099a2b766e8edbe91d5afa0d8fd3c367d067887d1e6f55ea06a3ee8e47a84b7f4e9ef110c1801e166,ذكر,2.77,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2021/2020,1,9028855906,,2022-03-10,1154 Londonderry Drive,العام,7241138930
502045218,هنا أسامة أدريس الحجيج,الاردنية,scrypt:32768:8:1$SsNiKp5lwECNNObH$c35fc040bc66868c2cd882b137dcd3dcdaa72b62361bb8c2341620daa7af6361303a5283010f3e6a9efe998b18136fc5b0520ff52f444c376a5e36863f9a313b,ذكر,1.93,علم الحاسوب,ماجستير (مسار الرسالة),2022/2021,2,7037811272,Quatz,,,العام,6761992273
441423639,مسعد علي سعد العواني,الاردنية,scrypt:32768:8:1$UDQGU31x186uUMqI$4543456e70a278a6153af5b91cf76c4bf88b372b2c2bab7dbae58f83c9e0e6e4cefc03c45619ef28262cd2ba933a6b7faa91d636de61cdd601e3aa225cafef4b,ذكر,3.68,هندسة البرمجيات,ماجستير (مسار الشامل),2023/2022,1,3654201022,Quire,2023-12-25,445 Judy Circle,,2866968594
28500605,اسِر سفيان شيار السقاط,الاردنية,scrypt:32768:8:1$v2bYm8SZKS5QEMjx$c31937149c715a4b4c73c39b4729065dfd0ff5cc5041e18634a95edd48fcb8849e8bb38d2713a2611c700fa3fae3b0b5667bcfa04d6de4598e76b037fc9a5219,ذكر,2.73,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2021/2020,1,8149956255,Twitterlist,2024-11-27,3 3rd Street,العام,
939433436,أيسل اسلام أشرف نيفر,الاردنية,scrypt:32768:8:1$6VOJB16DKw0VV49u$acc2dd94b3f8953d0dfef806d340ebe6a4a500a9814b15d5f9165fdb8759be15e3ea4c0f67432737f08524e6dcc1637ab64f32c1f6350575c432c599b3a9c003,انثى,3.13,هندسة البرمجيات,ماجستير (مسار الشامل),2022/2021,3,,Thoughtstorm,,3695 Algoma Place,الخاص,5677778707
151965867,كنان أنس وليد العلايمي,الاردنية,scrypt:32768:8:1$xDUBYB87cXJOeQuU$b1a8007a0228dfaa897153f293688deb342051e739d3eababc9fe7f662980e3a6ebe62713bd7ca68088b23cd7db7e7e92d84974c1f36dfc432d215551969febc,انثى,3.79,هندسة البرمجيات,ماجستير (مسار الرسالة),2024/2023,2,8273607934,Minyx,2022-08-28,0148 Di Loreto Plaza,,7088050691
954739562,مشاري سعيد سعيد الصغير,الاردنية,scrypt:32768:8:1$pTXwNWpqyumGfG88$a4a83e95a269e619b97a41acd36062ca12d9d0ffb035d250bf4273fc4cdc6b2ac3b49687d1ec660403d88d9ab2532493ad91187a3bd55971492e7ba88686737a,ذكر,2.36,علم الحاسوب,بكالوريوس,2022/2021,1,5347950358,Feedspan,2023-05-13,,الخاص,4855010498
426580551,بيلسان فراس مؤيد بن عاشور,الاردنية,scrypt:32768:8:1$wmSBvFeXW9t8d7xm$60280559521c5a51cb7086607cb0c83b07b7f79187097c3b6d80340a465edf2b956fd79e5509038fa600a6010792d0cd6419badb1293f0309cbeb4085f4a0ae5,ذكر,3.66,علم الحاسوب,بكالوريوس,2023/2022,2,1962139679,Skajo,2022-03-21,,العام,1403075444
134429621,أيسل نيار راشد الطريقي,الاردنية,scrypt:32768:8:1$2hG23LM2p6Z2VW9F$1f21ee99f653ba66eb1a36adc8239e2be3ea48e396f85a70dd0f776b7babe847554321c902fc954f047ac624545ca771d184dcfa561ecba2fe8398dd43f6b9ca,ذكر,3.7,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2023/2022,3,7409945435,Trilia,2023-11-25,10433 Mccormick Alley,,3242541685
521878152,نيار سليم عوض الأشراف,الاردنية,scrypt:32768:8:1$Zi0pEF5uxiS2xoyD$25557ecbb302590634675faecab6f50fc6d9dd97da1c2bd0420ea8a619dfa1d44ee1a8ff9ae3b4bcb10a192fac28bc5f66cee07ee524516c1562de1b90f30236,انثى,3.69,علم الحاسوب,ماجستير (مسار الشامل),2024/2023,2,6147933369,Meembee,,7943 Crest Line Parkway,,4422746665
526527542,اياس ساري بسّام يافع,الاردنية,scrypt:32768:8:1$KX6Fwv7kUon32h4F$4f39bb8670256655e66e5cbf344cf2c0307a18a72b53f6a15e0ab52fc20ca968d5ecf12303b8cb257ad31f67f5c8a48d454d3b27549f6fbcca8fd47b643ea689,ذكر,2.96,نظم المعلومات الحاسوبية,بكالوريوس,2024/2023,3,7389755108,Midel,2021-04-01,,العام,2973624336
837392102,مكة شيار مجدي بن حسين,الاردنية,scrypt:32768:8:1$sMd3CKGl4TDHWeOk$7831e71050860ca4271ad675ebaff5c8ac6be373944a2c329db149e7d76056f7f0ed16805b5064afe859866312227f54d6906f9fe20e8d505798a8eabe749517,ذكر,2.03,الأمن السيبراني,ماجستير (مسار الشامل),2020/2019,3,4865630963,Eidel,2024-06-18,661 Ramsey Terrace,الخاص,5558350761
445359887,أدهم باهر راجي جاوحدو,الاردنية,scrypt:32768:8:1$KAhcZ69XLezThbKw$37897bce8f4f3e9ed114fce31a31e04b98cd740fc1f00f27e3b7875b3fdeb66c21c913729781b3a5a7879e810e17c91f0c3255778d8f3bcbf2347c3b75f25c7a,ذكر,2.01,هندسة البرمجيات,ماجستير (مسار الرسالة),2021/2020,3,2536333673,Avamm,2022-08-16,99 Ludington Center,,6376544324
492701823,أيهم يزيد لامي عاشور,الاردنية,scrypt:32768:8:1$ZQJg0TujWFoGUDRF$5ab7d72ec562c539e0cff26e694e67da36b2a1ddfce040f1ce1316e111e8f1cce1a147f16ff0197ba0951a672fb7c390b8434e4ff752ee3ae6cd9bb37c6bc93e,انثى,3.04,هندسة البرمجيات,بكالوريوس,2020/2019,2,2053007132,Browsecat,2021-11-27,,الخاص,5318085140
101449183,نايف اسِر تركي بوديبة,الاردنية,scrypt:32768:8:1$BLEFDVEwWYSDQXRl$a814bcf306282e4620854d1eabe84d951c056ba1ade93b68497e8c35dcacfaea955b5b5b0fc0a5257c1b42e4fe6ff7e6e4942d56b5fbd23fc581879e8ac4a548,ذكر,2.59,الأمن السيبراني,ماجستير (مسار الرسالة),2020/2019,3,1483144679,JumpXS,2023-10-12,397 Spenser Junction,,8945868450
981214995,حلا سعد أيوب الحجيج,الاردنية,scrypt:32768:8:1$jgxrG80Bd9QEZdrh$749dcdff48bdb337f071fdb9038d2292018fca27242598069d649c79bf15eec8dc806409cc806242434c30a5b1f629c760dd9932cb898da981dadafb8d46f01f,ذكر,2.91,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2021/2020,1,8635515484,Izio,,,الخاص,7687660072
729783407,أريج أدريس مصطفى الصفار,الاردنية,scrypt:32768:8:1$vrgCLliB0LtmpHKq$07bbf8a5c72cc7dd40a433ce24e5219a21785b895f71cda44424985ab25c0740c8b81554c751399be96b8202065e6812fa6885654c56bbb52ec1d390f77ff631,ذكر,1.97,الأمن السيبراني,ماجستير (مسار الشامل),2023/2022,3,3185587692,Browseblab,,6 Continental Hill,العام,1165744422
773953020,مصطفي زياد خلدون النفطي,الاردنية,scrypt:32768:8:1$AuDrnioA4pC6TZ5U$f06ec18c1f5fd2eeee6bc39338be5f8ae5b5f99c5c0597f024caf54d64a26b04b702907cc35d1c6894c6beef8833be27a78b608607237520f014f31b198dd471,انثى,3.35,نظم المعلومات الحاسوبية,بكالوريوس,2020/2019,3,8988115945,Browsetype,2022-09-18,3 Eastwood Parkway,,5736881346
432853106,ديالا جاد سيف بن عبد السلام,الاردنية,scrypt:32768:8:1$kJ5FWAVGOWSvmNRA$2edcba763b1bd7c5d85beaa8a7c4cff5dbc9d8fc9a730edb8e561e1ea792ec4d6f4a3af0cd888aca4bf1bee0dc77dcdae39f33117f747fc824a1b3235dd6fb24,ذكر,1.9,هندسة البرمجيات,ماجستير (مسار الرسالة),2020/2019,3,,Zoovu,2023-05-29,1 Lunder Parkway,الخاص,
185337837,جوري إبراهيم ثامر الشريف,الاردنية,scrypt:32768:8:1$st26EszAqTwghQoq$1af805655249fe433a0d73b57b5a9dd1585176abba0eccc2c8b9ecdca3a17bf96a206eee05f27cea90995b0bf13351c48f990a1782c8b884219c51e4996e5cdd,ذكر,2.08,هندسة البرمجيات,ماجستير (مسار الشامل),2023/2022,1,,Oba,2022-04-10,1643 Vermont Street,,3942127503
588125515,سجدة مجتبى زهير بوديبة,الاردنية,scrypt:32768:8:1$MGlDw5i6c0Y9PK2z$392bd963eeccfbaf1d6ed71d7aaefd3cebfb723a29e02090664734121235c7a379d05db37876e5c41048cae93348baeb292abcc7b604894f6e6110e3553f7cce,انثى,3.74,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2021/2020,1,2425220673,,2022-01-25,95935 Lillian Parkway,العام,4089621903
871110742,مصطفى فراس عماد البشيري,الاردنية,scrypt:32768:8:1$yPpSJOZT4V15vcRQ$28ec0c77d871f9348d560a8fd0da619ccf7545eaf3aef468823213de025fe1277e040e563d54c15c6cd827e24e3e105f89f374ede7d38fa3d30d0e34eae461de,انثى,3.71,هندسة البرمجيات,ماجستير (مسار الشامل),2021/2020,3,5366667026,Fatz,2021-03-11,95072 Arizona Hill,الخاص,6405364354
632992731,راسل داني طاهر الطويل,الاردنية,scrypt:32768:8:1$JRpGZa9v1qAsFwp6$e26848e6b9a361f2ad18f0854254a0f8ab28d84ad9401bd1b29702a229e801f7fbd321ac11a90c3b2482a2086dae1cd8dbc886767af20e6b3e2bbedfa7a007e4,ذكر,3.37,الأمن السيبراني,بكالوريوس,2021/2020,1,3722322262,Ainyx,2023-07-22,,العام,4536488743
505565356,أصالة يحيى رامي عطالله,الاردنية,scrypt:32768:8:1$gQQWIzqpNorqpGHO$501c36e9877f28da9b06c65ff928bc98754134cea54a67e4c3e6f1c54d071efb08c9efd275cb371c056e980dc2fd35e9624bbe34036b5cedc2d615311c470758,ذكر,2.55,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2022/2021,2,3623390191,Brainbox,2021-04-25,7591 Laurel Avenue,,5596447643
643533190,نبراس معاذ فيصل العواني,الاردنية,scrypt:32768:8:1$gMrsQQYkKgai7wZS$c3b6ea73e0306475619e8c305c18b7594c5c2ca780b89fbd03576a75da7ba11e334224bd1827705fae7dd88fe836e2ba9fe0dabccc5c8f619b755a79c21d6905,ذكر,1.76,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2022/2021,3,2195268003,,2021-04-23,79 Hayes Street,الخاص,
357304477,اياد زيد أشرف الصفار,الاردنية,scrypt:32768:8:1$BwO907iJGKVnuDW1$1266140286dfd79a8779f37c7e9767fcfdda71566905739253513e3fd217c566c22e21a8eaf42f3643fa17a10d6e23e642059457f67332dc812bfeae679ba357,ذكر,1.92,هندسة البرمجيات,بكالوريوس,2021/2020,3,,Wikibox,2022-02-01,4 Hauk Street,,8367831505
339982164,أصالة عمرو ريان زقية,الاردنية,scrypt:32768:8:1$rWNphzXrMBaazlQl$8a9505ca6cf68fc9af40fb462812669a09747347a7dc518d996ef7334203b26fd44b87204de324f5e81152311c1434bbd72464f8eecf399072a162bf6e0b68ac,ذكر,3.8,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2024/2023,1,3188380042,Buzzshare,,161 Sugar Junction,الخاص,8018334806
859456002,أكمل وليد زيدون الطويل,الاردنية,scrypt:32768:8:1$dxsXIxay2ALiA4e9$ab1cf4937ec0a31cfe50c1a5d00c89aa658c621a3da9b0936b1d835ab79c0724cbc9dd316f99ae1e14d5bde08dc4252231e6a354e22b2740afc1fe82e79f71fd,ذكر,3.58,هندسة البرمجيات,ماجستير (مسار الشامل),2023/2022,2,,,2024-10-13,,العام,
152682546,أسعد تميم يحيى الرقيق,الاردنية,scrypt:32768:8:1$xCpy7dNeNsIfZtKT$47d77ae63ed03153c207142ff5a360bbfc75edd9d89890631ff7b324698d9b8248b3a9e46dfea640cad5a5e62455b71538be4b7095f742de0cfeff1a6b8b0517,ذكر,2.58,علم الحاسوب,ماجستير (مسار الشامل),2022/2021,1,9971490737,,2023-10-16,075 Golf Course Terrace,الخاص,6891314328
89800229,ابتهاج معاويه مازن بن حسين,الاردنية,scrypt:32768:8:1$7UtgHztx81vWfWSE$5ce311f66feed2213dbb235e3783596dcb63fbe111df47957f5e7437942987be8c3490a0975e2dca456b608bae096b5faa90bced6de3fdf0003538654cbc3e9e,ذكر,2.55,الأمن السيبراني,ماجستير (مسار الرسالة),2022/2021,2,5737858616,,2022-07-11,649 Fairfield Terrace,الخاص,
536268404,وعد بسام تيم الدرقاش,الاردنية,scrypt:32768:8:1$7ZN4Y3rVzDCfZDPm$50bebf0e4c2efc3103c3b2e26968548ee97ad7d285967443814f767caf6016dde81d94884741a2e96272aba0fa4a749b310e0717f30a07fcca7eb014d6f19696,ذكر,3.85,علم الحاسوب,ماجستير (مسار الرسالة),2021/2020,2,7851681070,Rooxo,2024-04-29,,العام,
384301507,سراج الدين هادي دريد بنسلامة,الاردنية,scrypt:32768:8:1$62nn7fc0sruHRTCN$bd21316f910ea888a05ccabbed4675e773be55ab37ccaa35916c73a7aede7cf468eea3e3bb0b36e7c581517bc2d37bed3c4b96727cf7a0e4d3d38682ad3b0bf3,ذكر,2.16,علم الحاسوب,بكالوريوس,2020/2019,3,4583714105,Yakitri,2023-12-08,57 Rieder Center,العام,7011415811
569812085,نيار وليد مصبح بوهاها,الاردنية,scrypt:32768:8:1$J7oq4J5MiNcsh0yA$d6f3df12cb98da5bc180924e9ad3e89af6b5216121371f59a01d9ece881888b4112bb2cc4d9fd5a305f4311dbfb8b340a341ebd0ba4f24bd4efc4c6d02a329ec,ذكر,3.86,هندسة البرمجيات,ماجستير (مسار الرسالة),2020/2019,2,9865626746,Riffpath,2024-01-03,5 Miller Drive,العام,7986210894
439533954,مروان سعيد اياد نيفر,الاردنية,scrypt:32768:8:1$2BbsJEHf1ygeDdI8$2acfd5944f03874735180bde584211420cb67fe3e24bda1397278404d26f4e45e0ca845788ca39367447677c13c7dbd1a306d1d63abd5b33ee839592463593da,ذكر,2.6,هندسة البرمجيات,بكالوريوس,2024/2023,1,9159302335,Rhycero,2023-05-02,70553 Magdeline Parkway,الخاص,7836367110
160854335,إيما تيم نادر الرقيق,الاردنية,scrypt:32768:8:1$knyKSUg8Q5u4oQEK$2448a9897521c4f98b3b8b0d0e4e59390c36ff5ba09c7886937db40a41ba721b6d5c5105a59641b247472c893242bebd65236e5c777e339fd7f5e425fd39927f,انثى,3.4,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2022/2021,1,6886844278,Tambee,2024-07-25,1689 Garrison Parkway,,
965421780,جميلة سامر صفوان المولدي,الاردنية,scrypt:32768:8:1$GM2Dl0bB8JyPvBzp$4665b31b8b459719b4ecbdee011faf7f080eb176b67355df4fe37f67be9ea3f844942dda12ae403c22d92d3835af25a0dadf1504e89d962698bed03b1e9a7c35,انثى,2.29,الأمن السيبراني,ماجستير (مسار الرسالة),2023/2022,1,,Eadel,2021-09-06,9888 Monument Crossing,العام,
398037689,عمرو خاطر عبدالرحمن لخشين,الاردنية,scrypt:32768:8:1$xW5wI3pDwO8EV1Q5$b60e502ea763a87c1833269c7a95ab7ae3d5261aeed0c439a1cae664a0226313d91bc5e0319710c35e590920a94b98b1eeb1120da3299126d9079ee229bf7016,ذكر,3.23,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2021/2020,1,,,2022-11-01,,,6751121222
747642868,فادي ياسر ماركو الشتيوي,الاردنية,scrypt:32768:8:1$FXoZ9MGfCPiGR3Lg$314b403e6fc57dbb47755269171187f40a47ccb1b8a5bfb5dd0a7318cf9c5e569ea003d2cf1c8714e9c422ee2b83a185d17247a40ab535424d393c6f8c86df9f,انثى,2.41,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2022/2021,3,3535427913,,,35646 Rigney Way,,
148782281,أناه فراس يامن عاشور,الاردنية,scrypt:32768:8:1$rCUq3laU9FNCgEWm$2693ee2e866179277aa9f60f732415038b87ad5c0b5b869d366cc7ff1d0197a961a84e340f38b52a725d21a78739f98d8dcbfe71de146f8c7d77fa7fa4e43ff2,انثى,3.29,هندسة البرمجيات,بكالوريوس,2020/2019,1,2172191046,Skalith,2024-06-22,37 Erie Lane,الخاص,4177114897
508442805,أحلام جبر سامي الصفار,الاردنية,scrypt:32768:8:1$aKJCIKmKvrxYhvWJ$2acf53783d5f9e89c63e97766f9942590dfed9b5744b6babee02dd0db3f8fcf746aec867afb74d90a8f968e718592ba1762463c8de0662f3a62e8746cd01e06c,ذكر,2.0,هندسة البرمجيات,ماجستير (مسار الشامل),2021/2020,3,,Mybuzz,2021-08-12,2 Sutherland Parkway,الخاص,3446150585
79974543,سامر راجي نيروز العواني,الاردنية,scrypt:32768:8:1$g6TNaXFgNMaCgxOg$d27cf59dee9bcef974d4f0ad7d361dde171cbd41512ba8952fd7114c0fefba0871cead8b48257fb3939e6dd8d0cdfc94dc77d0b8ee1450d7f592d532c7e86a4a,ذكر,3.34,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2023/2022,2,7709224205,,2024-03-02,,العام,8795478242
122851823,دريد تميم يزيد الحجيج,الاردنية,scrypt:32768:8:1$mM1oB8i4PAd4kYQc$27f5b185203f71ef2e581b0289dd8630cafaf3c18fa73b92b596db50494e082d60be5a8806a4c0089781312246d7a8e036b156056d07627fc8b307805cc4636f,ذكر,3.78,علم الحاسوب,ماجستير (مسار الرسالة),2022/2021,3,5336645684,,2021-08-16,0 Fulton Place,الخاص,5584317739
566407191,عبد الرؤوف جمال روناء عنون,الاردنية,scrypt:32768:8:1$JXfZIhFfJeP2ByjG$ffef34f422719a72ca2797a7564d2eccabf6f313698e4e8b305c29ac3a1f6f9b99036f83ebe635172cbe5d7570a4e53125425633f948093f4a23ca68bf62e4f8,ذكر,3.26,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2024/2023,3,4471632248,Riffpath,2024-03-13,328 Hansons Drive,الخاص,1439926504
227029887,بشرى إدريس أوس المولدي,الاردنية,scrypt:32768:8:1$hA7HldxAJYbxWjsO$a5b40eb502b86a8fa7afdd08f05fe5c001419ee349c787eccc11e2e8e758ca7de7bb938174b3b73821382f9d5f4c5014ad8618bbd67e77cfe37c8bce8a5fa0b8,انثى,3.72,الأمن السيبراني,ماجستير (مسار الرسالة),2021/2020,3,2201070558,Riffpedia,,2710 Monument Hill,الخاص,8056170333
103334470,عاصم ساهر رامز عنون,الاردنية,scrypt:32768:8:1$7H5fQWVnFVJlydIf$f531420c3e167b7df1b2cb300d26d229d49327f6e1a317b181a0ea33be2db52198f253de1d60ee4cdee96260ac1a87feea90a4af7f0c95d9bb2474d9c05aae5c,ذكر,1.98,هندسة البرمجيات,ماجستير (مسار الشامل),2022/2021,1,1164742812,Topicshots,2022-12-29,,العام,8754927714
781672501,تيم هيثم مُهاب بودوارة,الاردنية,scrypt:32768:8:1$vhiLjs0hNBETILUA$c098b82f1a2802fc4674e42ea0ea86f129967d199590b76de7a4d928fa50bbf1e6498a83819f683234d8668f84c1a20571c1f8fc013900352c86c6fd3d022cd5,ذكر,3.38,هندسة البرمجيات,ماجستير (مسار الرسالة),2021/2020,1,3156431119,,,4 Lindbergh Way,,9656104699
785395674,رسيل كاظم تامر بوهاها,الاردنية,scrypt:32768:8:1$uJKuTBhB8ycLrwts$319fd4be831fbae0b5c37be4c60aa959130fac63f87681983d9b469a5223ade4ca266e7bdb5181a3ae05ff09746d131a34a0424dde2bcb1698f43caafd552d82,ذكر,3.99,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,2,4292986244,,,127 Mitchell Park,,5316431265
724021085,إدريس أمير أكرم زقية,الاردنية,scrypt:32768:8:1$RDBC9hC9F9mxHOY9$42b412258e3846add3909780fa7b6eadb90cfbe8a9475df8615728acc3bc437ac1f3ff6edae0d65b7874a6e8d51763c6782969a7f96a454113f99dbd5e9ea1c4,ذكر,2.48,الأمن السيبراني,ماجستير (مسار الرسالة),2021/2020,1,4791482141,Wikizz,2023-01-19,99 Grasskamp Point,العام,
240289967,زهرة معتصم مؤيد لخشين,الاردنية,scrypt:32768:8:1$IdeuZgPvzUlNCerJ$f5614e71d08a8b8ea7aded1cb272434ef7e4290456d1c12cd1d8f1169646543d933e17013f16799316e9bd6387d2e4aa314e569783d8121cb5b42b1ddf5fda9b,ذكر,2.44,الأمن السيبراني,ماجستير (مسار الشامل),2022/2021,2,,Gabvine,,43 Summerview Pass,العام,9411819043
663214834,صبا إدريس اياد بن عثمان,الاردنية,scrypt:32768:8:1$CEa3skDZGM21gB5C$02d7b9ca430162fd1ed9dadcc00703381e0385cff05ffeddf76b245b8dccb909b46a2d31e9aa6bcc1d354d115dd57857e2a64d7621b0a061d9d211638aa703bc,ذكر,2.72,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,3,5344839892,Trudoo,,3171 Marcy Center,الخاص,6041595861
